Time [s],Ch1 Current [A]
5.557000E-7,1.589465E+3
5.558000E-7,1.589273E+3
5.559000E-7,1.589082E+3
5.560000E-7,1.588891E+3
5.561000E-7,1.588701E+3
5.562000E-7,1.588511E+3
5.563000E-7,1.588322E+3
5.564000E-7,1.588133E+3
5.565000E-7,1.587945E+3
5.566000E-7,1.587757E+3
5.567000E-7,1.587570E+3
5.568000E-7,1.587383E+3
5.569000E-7,1.587197E+3
5.570000E-7,1.587011E+3
5.571000E-7,1.586826E+3
5.572000E-7,1.586641E+3
5.573000E-7,1.586456E+3
5.574000E-7,1.586272E+3
5.575000E-7,1.586088E+3
5.576000E-7,1.585904E+3
5.577000E-7,1.585721E+3
5.578000E-7,1.585538E+3
5.579000E-7,1.585356E+3
5.580000E-7,1.585174E+3
5.581000E-7,1.584992E+3
5.582000E-7,1.584811E+3
5.583000E-7,1.584630E+3
5.584000E-7,1.584449E+3
5.585000E-7,1.584268E+3
5.586000E-7,1.584088E+3
5.587000E-7,1.583908E+3
5.588000E-7,1.583728E+3
5.589000E-7,1.583549E+3
5.590000E-7,1.583370E+3
5.591000E-7,1.583191E+3
5.592000E-7,1.583012E+3
5.593000E-7,1.582833E+3
5.594000E-7,1.582655E+3
5.595000E-7,1.582477E+3
5.596000E-7,1.582299E+3
5.597000E-7,1.582121E+3
5.598000E-7,1.581943E+3
5.599000E-7,1.581766E+3
5.600000E-7,1.581588E+3
5.601000E-7,1.581411E+3
5.602000E-7,1.581234E+3
5.603000E-7,1.581057E+3
5.604000E-7,1.580881E+3
5.605000E-7,1.580704E+3
5.606000E-7,1.580527E+3
5.607000E-7,1.580351E+3
5.608000E-7,1.580175E+3
5.609000E-7,1.579999E+3
5.610000E-7,1.579822E+3
5.611000E-7,1.579647E+3
5.612000E-7,1.579471E+3
5.613000E-7,1.579295E+3
5.614000E-7,1.579119E+3
5.615000E-7,1.578944E+3
5.616000E-7,1.578768E+3
5.617000E-7,1.578593E+3
5.618000E-7,1.578418E+3
5.619000E-7,1.578242E+3
5.620000E-7,1.578067E+3
5.621000E-7,1.577892E+3
5.622000E-7,1.577717E+3
5.623000E-7,1.577543E+3
5.624000E-7,1.577368E+3
5.625000E-7,1.577193E+3
5.626000E-7,1.577019E+3
5.627000E-7,1.576844E+3
5.628000E-7,1.576670E+3
5.629000E-7,1.576495E+3
5.630000E-7,1.576321E+3
5.631000E-7,1.576147E+3
5.632000E-7,1.575973E+3
5.633000E-7,1.575799E+3
5.634000E-7,1.575625E+3
5.635000E-7,1.575451E+3
5.636000E-7,1.575277E+3
5.637000E-7,1.575103E+3
5.638000E-7,1.574929E+3
5.639000E-7,1.574755E+3
5.640000E-7,1.574582E+3
5.641000E-7,1.574408E+3
5.642000E-7,1.574235E+3
5.643000E-7,1.574061E+3
5.644000E-7,1.573888E+3
5.645000E-7,1.573714E+3
5.646000E-7,1.573541E+3
5.647000E-7,1.573368E+3
5.648000E-7,1.573194E+3
5.649000E-7,1.573021E+3
5.650000E-7,1.572848E+3
5.651000E-7,1.572674E+3
5.652000E-7,1.572501E+3
5.653000E-7,1.572328E+3
5.654000E-7,1.572154E+3
5.655000E-7,1.571981E+3
5.656000E-7,1.571808E+3
5.657000E-7,1.571634E+3
5.658000E-7,1.571461E+3
5.659000E-7,1.571288E+3
5.660000E-7,1.571114E+3
5.661000E-7,1.570941E+3
5.662000E-7,1.570767E+3
5.663000E-7,1.570593E+3
5.664000E-7,1.570419E+3
5.665000E-7,1.570245E+3
5.666000E-7,1.570071E+3
5.667000E-7,1.569897E+3
5.668000E-7,1.569723E+3
5.669000E-7,1.569548E+3
5.670000E-7,1.569374E+3
5.671000E-7,1.569199E+3
5.672000E-7,1.569024E+3
5.673000E-7,1.568849E+3
5.674000E-7,1.568674E+3
5.675000E-7,1.568498E+3
5.676000E-7,1.568322E+3
5.677000E-7,1.568146E+3
5.678000E-7,1.567970E+3
5.679000E-7,1.567794E+3
5.680000E-7,1.567617E+3
5.681000E-7,1.567440E+3
5.682000E-7,1.567262E+3
5.683000E-7,1.567085E+3
5.684000E-7,1.566907E+3
5.685000E-7,1.566728E+3
5.686000E-7,1.566550E+3
5.687000E-7,1.566371E+3
5.688000E-7,1.566191E+3
5.689000E-7,1.566012E+3
5.690000E-7,1.565832E+3
5.691000E-7,1.565651E+3
5.692000E-7,1.565470E+3
5.693000E-7,1.565289E+3
5.694000E-7,1.565107E+3
5.695000E-7,1.564925E+3
5.696000E-7,1.564743E+3
5.697000E-7,1.564560E+3
5.698000E-7,1.564377E+3
5.699000E-7,1.564193E+3
5.700000E-7,1.564008E+3
5.701000E-7,1.563824E+3
5.702000E-7,1.563639E+3
5.703000E-7,1.563453E+3
5.704000E-7,1.563267E+3
5.705000E-7,1.563080E+3
5.706000E-7,1.562893E+3
5.707000E-7,1.562706E+3
5.708000E-7,1.562518E+3
5.709000E-7,1.562329E+3
5.710000E-7,1.562140E+3
5.711000E-7,1.561951E+3
5.712000E-7,1.561760E+3
5.713000E-7,1.561570E+3
5.714000E-7,1.561379E+3
5.715000E-7,1.561187E+3
5.716000E-7,1.560995E+3
5.717000E-7,1.560802E+3
5.718000E-7,1.560609E+3
5.719000E-7,1.560415E+3
5.720000E-7,1.560221E+3
5.721000E-7,1.560026E+3
5.722000E-7,1.559831E+3
5.723000E-7,1.559635E+3
5.724000E-7,1.559438E+3
5.725000E-7,1.559241E+3
5.726000E-7,1.559043E+3
5.727000E-7,1.558845E+3
5.728000E-7,1.558646E+3
5.729000E-7,1.558447E+3
5.730000E-7,1.558247E+3
5.731000E-7,1.558046E+3
5.732000E-7,1.557845E+3
5.733000E-7,1.557643E+3
5.734000E-7,1.557441E+3
5.735000E-7,1.557238E+3
5.736000E-7,1.557035E+3
5.737000E-7,1.556831E+3
5.738000E-7,1.556626E+3
5.739000E-7,1.556421E+3
5.740000E-7,1.556215E+3
5.741000E-7,1.556009E+3
5.742000E-7,1.555802E+3
5.743000E-7,1.555594E+3
5.744000E-7,1.555386E+3
5.745000E-7,1.555178E+3
5.746000E-7,1.554968E+3
5.747000E-7,1.554758E+3
5.748000E-7,1.554548E+3
5.749000E-7,1.554337E+3
5.750000E-7,1.554125E+3
5.751000E-7,1.553913E+3
5.752000E-7,1.553700E+3
5.753000E-7,1.553487E+3
5.754000E-7,1.553273E+3
5.755000E-7,1.553059E+3
5.756000E-7,1.552844E+3
5.757000E-7,1.552628E+3
5.758000E-7,1.552412E+3
5.759000E-7,1.552195E+3
5.760000E-7,1.551978E+3
5.761000E-7,1.551760E+3
5.762000E-7,1.551542E+3
5.763000E-7,1.551323E+3
5.764000E-7,1.551103E+3
5.765000E-7,1.550884E+3
5.766000E-7,1.550663E+3
5.767000E-7,1.550442E+3
5.768000E-7,1.550221E+3
5.769000E-7,1.549999E+3
5.770000E-7,1.549777E+3
5.771000E-7,1.549554E+3
5.772000E-7,1.549331E+3
5.773000E-7,1.549107E+3
5.774000E-7,1.548883E+3
5.775000E-7,1.548659E+3
5.776000E-7,1.548434E+3
5.777000E-7,1.548208E+3
5.778000E-7,1.547983E+3
5.779000E-7,1.547757E+3
5.780000E-7,1.547530E+3
5.781000E-7,1.547304E+3
5.782000E-7,1.547077E+3
5.783000E-7,1.546850E+3
5.784000E-7,1.546622E+3
5.785000E-7,1.546394E+3
5.786000E-7,1.546166E+3
5.787000E-7,1.545938E+3
5.788000E-7,1.545710E+3
5.789000E-7,1.545481E+3
5.790000E-7,1.545253E+3
5.791000E-7,1.545024E+3
5.792000E-7,1.544795E+3
5.793000E-7,1.544566E+3
5.794000E-7,1.544337E+3
5.795000E-7,1.544108E+3
5.796000E-7,1.543879E+3
5.797000E-7,1.543650E+3
5.798000E-7,1.543422E+3
5.799000E-7,1.543193E+3
5.800000E-7,1.542964E+3
5.801000E-7,1.542736E+3
5.802000E-7,1.542508E+3
5.803000E-7,1.542280E+3
5.804000E-7,1.542052E+3
5.805000E-7,1.541825E+3
5.806000E-7,1.541597E+3
5.807000E-7,1.541371E+3
5.808000E-7,1.541144E+3
5.809000E-7,1.540918E+3
5.810000E-7,1.540692E+3
5.811000E-7,1.540467E+3
5.812000E-7,1.540242E+3
5.813000E-7,1.540018E+3
5.814000E-7,1.539795E+3
5.815000E-7,1.539571E+3
5.816000E-7,1.539349E+3
5.817000E-7,1.539127E+3
5.818000E-7,1.538905E+3
5.819000E-7,1.538685E+3
5.820000E-7,1.538465E+3
5.821000E-7,1.538245E+3
5.822000E-7,1.538027E+3
5.823000E-7,1.537809E+3
5.824000E-7,1.537591E+3
5.825000E-7,1.537375E+3
5.826000E-7,1.537159E+3
5.827000E-7,1.536945E+3
5.828000E-7,1.536730E+3
5.829000E-7,1.536517E+3
5.830000E-7,1.536305E+3
5.831000E-7,1.536093E+3
5.832000E-7,1.535883E+3
5.833000E-7,1.535673E+3
5.834000E-7,1.535464E+3
5.835000E-7,1.535256E+3
5.836000E-7,1.535048E+3
5.837000E-7,1.534842E+3
5.838000E-7,1.534636E+3
5.839000E-7,1.534432E+3
5.840000E-7,1.534228E+3
5.841000E-7,1.534025E+3
5.842000E-7,1.533823E+3
5.843000E-7,1.533622E+3
5.844000E-7,1.533422E+3
5.845000E-7,1.533223E+3
5.846000E-7,1.533024E+3
5.847000E-7,1.532826E+3
5.848000E-7,1.532629E+3
5.849000E-7,1.532433E+3
5.850000E-7,1.532238E+3
5.851000E-7,1.532044E+3
5.852000E-7,1.531850E+3
5.853000E-7,1.531657E+3
5.854000E-7,1.531465E+3
5.855000E-7,1.531273E+3
5.856000E-7,1.531082E+3
5.857000E-7,1.530892E+3
5.858000E-7,1.530703E+3
5.859000E-7,1.530514E+3
5.860000E-7,1.530325E+3
5.861000E-7,1.530137E+3
5.862000E-7,1.529950E+3
5.863000E-7,1.529763E+3
5.864000E-7,1.529577E+3
5.865000E-7,1.529391E+3
5.866000E-7,1.529206E+3
5.867000E-7,1.529021E+3
5.868000E-7,1.528836E+3
5.869000E-7,1.528652E+3
5.870000E-7,1.528468E+3
5.871000E-7,1.528284E+3
5.872000E-7,1.528100E+3
5.873000E-7,1.527917E+3
5.874000E-7,1.527734E+3
5.875000E-7,1.527551E+3
5.876000E-7,1.527368E+3
5.877000E-7,1.527185E+3
5.878000E-7,1.527002E+3
5.879000E-7,1.526819E+3
5.880000E-7,1.526636E+3
5.881000E-7,1.526453E+3
5.882000E-7,1.526270E+3
5.883000E-7,1.526087E+3
5.884000E-7,1.525904E+3
5.885000E-7,1.525720E+3
5.886000E-7,1.525537E+3
5.887000E-7,1.525353E+3
5.888000E-7,1.525168E+3
5.889000E-7,1.524984E+3
5.890000E-7,1.524799E+3
5.891000E-7,1.524614E+3
5.892000E-7,1.524428E+3
5.893000E-7,1.524242E+3
5.894000E-7,1.524056E+3
5.895000E-7,1.523869E+3
5.896000E-7,1.523681E+3
5.897000E-7,1.523493E+3
5.898000E-7,1.523305E+3
5.899000E-7,1.523115E+3
5.900000E-7,1.522925E+3
5.901000E-7,1.522735E+3
5.902000E-7,1.522544E+3
5.903000E-7,1.522352E+3
5.904000E-7,1.522159E+3
5.905000E-7,1.521966E+3
5.906000E-7,1.521772E+3
5.907000E-7,1.521577E+3
5.908000E-7,1.521381E+3
5.909000E-7,1.521184E+3
5.910000E-7,1.520987E+3
5.911000E-7,1.520788E+3
5.912000E-7,1.520589E+3
5.913000E-7,1.520388E+3
5.914000E-7,1.520187E+3
5.915000E-7,1.519985E+3
5.916000E-7,1.519781E+3
5.917000E-7,1.519577E+3
5.918000E-7,1.519372E+3
5.919000E-7,1.519165E+3
5.920000E-7,1.518958E+3
5.921000E-7,1.518749E+3
5.922000E-7,1.518539E+3
5.923000E-7,1.518328E+3
5.924000E-7,1.518116E+3
5.925000E-7,1.517903E+3
5.926000E-7,1.517689E+3
5.927000E-7,1.517473E+3
5.928000E-7,1.517257E+3
5.929000E-7,1.517039E+3
5.930000E-7,1.516820E+3
5.931000E-7,1.516600E+3
5.932000E-7,1.516378E+3
5.933000E-7,1.516155E+3
5.934000E-7,1.515931E+3
5.935000E-7,1.515706E+3
5.936000E-7,1.515480E+3
5.937000E-7,1.515252E+3
5.938000E-7,1.515023E+3
5.939000E-7,1.514793E+3
5.940000E-7,1.514561E+3
5.941000E-7,1.514329E+3
5.942000E-7,1.514095E+3
5.943000E-7,1.513860E+3
5.944000E-7,1.513623E+3
5.945000E-7,1.513385E+3
5.946000E-7,1.513147E+3
5.947000E-7,1.512906E+3
5.948000E-7,1.512665E+3
5.949000E-7,1.512423E+3
5.950000E-7,1.512179E+3
5.951000E-7,1.511934E+3
5.952000E-7,1.511688E+3
5.953000E-7,1.511441E+3
5.954000E-7,1.511192E+3
5.955000E-7,1.510943E+3
5.956000E-7,1.510692E+3
5.957000E-7,1.510441E+3
5.958000E-7,1.510188E+3
5.959000E-7,1.509934E+3
5.960000E-7,1.509680E+3
5.961000E-7,1.509424E+3
5.962000E-7,1.509167E+3
5.963000E-7,1.508910E+3
5.964000E-7,1.508651E+3
5.965000E-7,1.508392E+3
5.966000E-7,1.508132E+3
5.967000E-7,1.507871E+3
5.968000E-7,1.507609E+3
5.969000E-7,1.507347E+3
5.970000E-7,1.507084E+3
5.971000E-7,1.506820E+3
5.972000E-7,1.506556E+3
5.973000E-7,1.506291E+3
5.974000E-7,1.506026E+3
5.975000E-7,1.505761E+3
5.976000E-7,1.505494E+3
5.977000E-7,1.505228E+3
5.978000E-7,1.504961E+3
5.979000E-7,1.504694E+3
5.980000E-7,1.504427E+3
5.981000E-7,1.504160E+3
5.982000E-7,1.503892E+3
5.983000E-7,1.503625E+3
5.984000E-7,1.503357E+3
5.985000E-7,1.503090E+3
5.986000E-7,1.502822E+3
5.987000E-7,1.502555E+3
5.988000E-7,1.502288E+3
5.989000E-7,1.502021E+3
5.990000E-7,1.501754E+3
5.991000E-7,1.501488E+3
5.992000E-7,1.501222E+3
5.993000E-7,1.500957E+3
5.994000E-7,1.500692E+3
5.995000E-7,1.500427E+3
5.996000E-7,1.500163E+3
5.997000E-7,1.499900E+3
5.998000E-7,1.499637E+3
5.999000E-7,1.499375E+3
6.000000E-7,1.499114E+3
6.001000E-7,1.498854E+3
6.002000E-7,1.498594E+3
6.003000E-7,1.498336E+3
6.004000E-7,1.498078E+3
6.005000E-7,1.497821E+3
6.006000E-7,1.497565E+3
6.007000E-7,1.497310E+3
6.008000E-7,1.497056E+3
6.009000E-7,1.496804E+3
6.010000E-7,1.496552E+3
6.011000E-7,1.496301E+3
6.012000E-7,1.496052E+3
6.013000E-7,1.495804E+3
6.014000E-7,1.495556E+3
6.015000E-7,1.495311E+3
6.016000E-7,1.495066E+3
6.017000E-7,1.494823E+3
6.018000E-7,1.494580E+3
6.019000E-7,1.494340E+3
6.020000E-7,1.494100E+3
6.021000E-7,1.493862E+3
6.022000E-7,1.493625E+3
6.023000E-7,1.493389E+3
6.024000E-7,1.493155E+3
6.025000E-7,1.492922E+3
6.026000E-7,1.492690E+3
6.027000E-7,1.492459E+3
6.028000E-7,1.492230E+3
6.029000E-7,1.492003E+3
6.030000E-7,1.491776E+3
6.031000E-7,1.491551E+3
6.032000E-7,1.491327E+3
6.033000E-7,1.491105E+3
6.034000E-7,1.490884E+3
6.035000E-7,1.490664E+3
6.036000E-7,1.490445E+3
6.037000E-7,1.490228E+3
6.038000E-7,1.490011E+3
6.039000E-7,1.489797E+3
6.040000E-7,1.489583E+3
6.041000E-7,1.489370E+3
6.042000E-7,1.489159E+3
6.043000E-7,1.488949E+3
6.044000E-7,1.488740E+3
6.045000E-7,1.488533E+3
6.046000E-7,1.488326E+3
6.047000E-7,1.488121E+3
6.048000E-7,1.487916E+3
6.049000E-7,1.487713E+3
6.050000E-7,1.487511E+3
6.051000E-7,1.487310E+3
6.052000E-7,1.487110E+3
6.053000E-7,1.486911E+3
6.054000E-7,1.486713E+3
6.055000E-7,1.486516E+3
6.056000E-7,1.486320E+3
6.057000E-7,1.486125E+3
6.058000E-7,1.485931E+3
6.059000E-7,1.485737E+3
6.060000E-7,1.485545E+3
6.061000E-7,1.485354E+3
6.062000E-7,1.485163E+3
6.063000E-7,1.484974E+3
6.064000E-7,1.484785E+3
6.065000E-7,1.484597E+3
6.066000E-7,1.484410E+3
6.067000E-7,1.484224E+3
6.068000E-7,1.484039E+3
6.069000E-7,1.483854E+3
6.070000E-7,1.483671E+3
6.071000E-7,1.483488E+3
6.072000E-7,1.483306E+3
6.073000E-7,1.483124E+3
6.074000E-7,1.482944E+3
6.075000E-7,1.482764E+3
6.076000E-7,1.482585E+3
6.077000E-7,1.482406E+3
6.078000E-7,1.482229E+3
6.079000E-7,1.482052E+3
6.080000E-7,1.481876E+3
6.081000E-7,1.481700E+3
6.082000E-7,1.481525E+3
6.083000E-7,1.481351E+3
6.084000E-7,1.481178E+3
6.085000E-7,1.481005E+3
6.086000E-7,1.480833E+3
6.087000E-7,1.480662E+3
6.088000E-7,1.480491E+3
6.089000E-7,1.480321E+3
6.090000E-7,1.480151E+3
6.091000E-7,1.479982E+3
6.092000E-7,1.479814E+3
6.093000E-7,1.479647E+3
6.094000E-7,1.479480E+3
6.095000E-7,1.479313E+3
6.096000E-7,1.479148E+3
6.097000E-7,1.478983E+3
6.098000E-7,1.478818E+3
6.099000E-7,1.478654E+3
6.100000E-7,1.478491E+3
6.101000E-7,1.478328E+3
6.102000E-7,1.478166E+3
6.103000E-7,1.478005E+3
6.104000E-7,1.477844E+3
6.105000E-7,1.477684E+3
6.106000E-7,1.477524E+3
6.107000E-7,1.477364E+3
6.108000E-7,1.477206E+3
6.109000E-7,1.477048E+3
6.110000E-7,1.476890E+3
6.111000E-7,1.476733E+3
6.112000E-7,1.476576E+3
6.113000E-7,1.476420E+3
6.114000E-7,1.476264E+3
6.115000E-7,1.476109E+3
6.116000E-7,1.475955E+3
6.117000E-7,1.475800E+3
6.118000E-7,1.475646E+3
6.119000E-7,1.475493E+3
6.120000E-7,1.475340E+3
6.121000E-7,1.475188E+3
6.122000E-7,1.475035E+3
6.123000E-7,1.474884E+3
6.124000E-7,1.474732E+3
6.125000E-7,1.474581E+3
6.126000E-7,1.474430E+3
6.127000E-7,1.474279E+3
6.128000E-7,1.474129E+3
6.129000E-7,1.473979E+3
6.130000E-7,1.473829E+3
6.131000E-7,1.473680E+3
6.132000E-7,1.473531E+3
6.133000E-7,1.473381E+3
6.134000E-7,1.473232E+3
6.135000E-7,1.473083E+3
6.136000E-7,1.472935E+3
6.137000E-7,1.472786E+3
6.138000E-7,1.472637E+3
6.139000E-7,1.472489E+3
6.140000E-7,1.472340E+3
6.141000E-7,1.472191E+3
6.142000E-7,1.472043E+3
6.143000E-7,1.471894E+3
6.144000E-7,1.471745E+3
6.145000E-7,1.471596E+3
6.146000E-7,1.471447E+3
6.147000E-7,1.471297E+3
6.148000E-7,1.471148E+3
6.149000E-7,1.470998E+3
6.150000E-7,1.470847E+3
6.151000E-7,1.470697E+3
6.152000E-7,1.470546E+3
6.153000E-7,1.470394E+3
6.154000E-7,1.470243E+3
6.155000E-7,1.470090E+3
6.156000E-7,1.469937E+3
6.157000E-7,1.469784E+3
6.158000E-7,1.469630E+3
6.159000E-7,1.469475E+3
6.160000E-7,1.469320E+3
6.161000E-7,1.469164E+3
6.162000E-7,1.469007E+3
6.163000E-7,1.468850E+3
6.164000E-7,1.468691E+3
6.165000E-7,1.468532E+3
6.166000E-7,1.468372E+3
6.167000E-7,1.468211E+3
6.168000E-7,1.468048E+3
6.169000E-7,1.467885E+3
6.170000E-7,1.467721E+3
6.171000E-7,1.467556E+3
6.172000E-7,1.467389E+3
6.173000E-7,1.467221E+3
6.174000E-7,1.467052E+3
6.175000E-7,1.466882E+3
6.176000E-7,1.466711E+3
6.177000E-7,1.466538E+3
6.178000E-7,1.466364E+3
6.179000E-7,1.466188E+3
6.180000E-7,1.466012E+3
6.181000E-7,1.465833E+3
6.182000E-7,1.465654E+3
6.183000E-7,1.465472E+3
6.184000E-7,1.465290E+3
6.185000E-7,1.465106E+3
6.186000E-7,1.464920E+3
6.187000E-7,1.464733E+3
6.188000E-7,1.464544E+3
6.189000E-7,1.464353E+3
6.190000E-7,1.464161E+3
6.191000E-7,1.463968E+3
6.192000E-7,1.463773E+3
6.193000E-7,1.463576E+3
6.194000E-7,1.463378E+3
6.195000E-7,1.463178E+3
6.196000E-7,1.462977E+3
6.197000E-7,1.462774E+3
6.198000E-7,1.462570E+3
6.199000E-7,1.462364E+3
6.200000E-7,1.462156E+3
6.201000E-7,1.461947E+3
6.202000E-7,1.461737E+3
6.203000E-7,1.461525E+3
6.204000E-7,1.461312E+3
6.205000E-7,1.461097E+3
6.206000E-7,1.460881E+3
6.207000E-7,1.460664E+3
6.208000E-7,1.460445E+3
6.209000E-7,1.460225E+3
6.210000E-7,1.460004E+3
6.211000E-7,1.459781E+3
6.212000E-7,1.459558E+3
6.213000E-7,1.459333E+3
6.214000E-7,1.459107E+3
6.215000E-7,1.458880E+3
6.216000E-7,1.458653E+3
6.217000E-7,1.458424E+3
6.218000E-7,1.458194E+3
6.219000E-7,1.457964E+3
6.220000E-7,1.457732E+3
6.221000E-7,1.457500E+3
6.222000E-7,1.457267E+3
6.223000E-7,1.457034E+3
6.224000E-7,1.456800E+3
6.225000E-7,1.456565E+3
6.226000E-7,1.456330E+3
6.227000E-7,1.456095E+3
6.228000E-7,1.455859E+3
6.229000E-7,1.455623E+3
6.230000E-7,1.455387E+3
6.231000E-7,1.455151E+3
6.232000E-7,1.454914E+3
6.233000E-7,1.454677E+3
6.234000E-7,1.454441E+3
6.235000E-7,1.454204E+3
6.236000E-7,1.453968E+3
6.237000E-7,1.453732E+3
6.238000E-7,1.453496E+3
6.239000E-7,1.453261E+3
6.240000E-7,1.453026E+3
6.241000E-7,1.452791E+3
6.242000E-7,1.452557E+3
6.243000E-7,1.452323E+3
6.244000E-7,1.452091E+3
6.245000E-7,1.451858E+3
6.246000E-7,1.451627E+3
6.247000E-7,1.451396E+3
6.248000E-7,1.451166E+3
6.249000E-7,1.450938E+3
6.250000E-7,1.450710E+3
6.251000E-7,1.450483E+3
6.252000E-7,1.450257E+3
6.253000E-7,1.450032E+3
6.254000E-7,1.449808E+3
6.255000E-7,1.449586E+3
6.256000E-7,1.449365E+3
6.257000E-7,1.449145E+3
6.258000E-7,1.448926E+3
6.259000E-7,1.448709E+3
6.260000E-7,1.448493E+3
6.261000E-7,1.448278E+3
6.262000E-7,1.448065E+3
6.263000E-7,1.447853E+3
6.264000E-7,1.447643E+3
6.265000E-7,1.447434E+3
6.266000E-7,1.447226E+3
6.267000E-7,1.447021E+3
6.268000E-7,1.446816E+3
6.269000E-7,1.446613E+3
6.270000E-7,1.446412E+3
6.271000E-7,1.446212E+3
6.272000E-7,1.446014E+3
6.273000E-7,1.445818E+3
6.274000E-7,1.445622E+3
6.275000E-7,1.445429E+3
6.276000E-7,1.445237E+3
6.277000E-7,1.445046E+3
6.278000E-7,1.444857E+3
6.279000E-7,1.444669E+3
6.280000E-7,1.444483E+3
6.281000E-7,1.444298E+3
6.282000E-7,1.444115E+3
6.283000E-7,1.443933E+3
6.284000E-7,1.443752E+3
6.285000E-7,1.443573E+3
6.286000E-7,1.443395E+3
6.287000E-7,1.443218E+3
6.288000E-7,1.443043E+3
6.289000E-7,1.442868E+3
6.290000E-7,1.442695E+3
6.291000E-7,1.442523E+3
6.292000E-7,1.442352E+3
6.293000E-7,1.442182E+3
6.294000E-7,1.442013E+3
6.295000E-7,1.441844E+3
6.296000E-7,1.441677E+3
6.297000E-7,1.441511E+3
6.298000E-7,1.441345E+3
6.299000E-7,1.441180E+3
6.300000E-7,1.441016E+3
6.301000E-7,1.440852E+3
6.302000E-7,1.440689E+3
6.303000E-7,1.440526E+3
6.304000E-7,1.440364E+3
6.305000E-7,1.440203E+3
6.306000E-7,1.440041E+3
6.307000E-7,1.439880E+3
6.308000E-7,1.439720E+3
6.309000E-7,1.439559E+3
6.310000E-7,1.439399E+3
6.311000E-7,1.439239E+3
6.312000E-7,1.439078E+3
6.313000E-7,1.438918E+3
6.314000E-7,1.438758E+3
6.315000E-7,1.438598E+3
6.316000E-7,1.438437E+3
6.317000E-7,1.438277E+3
6.318000E-7,1.438116E+3
6.319000E-7,1.437955E+3
6.320000E-7,1.437794E+3
6.321000E-7,1.437632E+3
6.322000E-7,1.437470E+3
6.323000E-7,1.437307E+3
6.324000E-7,1.437144E+3
6.325000E-7,1.436981E+3
6.326000E-7,1.436817E+3
6.327000E-7,1.436652E+3
6.328000E-7,1.436487E+3
6.329000E-7,1.436321E+3
6.330000E-7,1.436155E+3
6.331000E-7,1.435987E+3
6.332000E-7,1.435820E+3
6.333000E-7,1.435651E+3
6.334000E-7,1.435482E+3
6.335000E-7,1.435312E+3
6.336000E-7,1.435141E+3
6.337000E-7,1.434969E+3
6.338000E-7,1.434796E+3
6.339000E-7,1.434623E+3
6.340000E-7,1.434449E+3
6.341000E-7,1.434274E+3
6.342000E-7,1.434098E+3
6.343000E-7,1.433921E+3
6.344000E-7,1.433744E+3
6.345000E-7,1.433565E+3
6.346000E-7,1.433386E+3
6.347000E-7,1.433206E+3
6.348000E-7,1.433025E+3
6.349000E-7,1.432843E+3
6.350000E-7,1.432660E+3
6.351000E-7,1.432477E+3
6.352000E-7,1.432292E+3
6.353000E-7,1.432107E+3
6.354000E-7,1.431921E+3
6.355000E-7,1.431734E+3
6.356000E-7,1.431547E+3
6.357000E-7,1.431358E+3
6.358000E-7,1.431169E+3
6.359000E-7,1.430979E+3
6.360000E-7,1.430789E+3
6.361000E-7,1.430597E+3
6.362000E-7,1.430405E+3
6.363000E-7,1.430213E+3
6.364000E-7,1.430019E+3
6.365000E-7,1.429825E+3
6.366000E-7,1.429631E+3
6.367000E-7,1.429436E+3
6.368000E-7,1.429240E+3
6.369000E-7,1.429044E+3
6.370000E-7,1.428847E+3
6.371000E-7,1.428650E+3
6.372000E-7,1.428452E+3
6.373000E-7,1.428254E+3
6.374000E-7,1.428055E+3
6.375000E-7,1.427856E+3
6.376000E-7,1.427657E+3
6.377000E-7,1.427457E+3
6.378000E-7,1.427257E+3
6.379000E-7,1.427057E+3
6.380000E-7,1.426856E+3
6.381000E-7,1.426656E+3
6.382000E-7,1.426455E+3
6.383000E-7,1.426253E+3
6.384000E-7,1.426052E+3
6.385000E-7,1.425850E+3
6.386000E-7,1.425649E+3
6.387000E-7,1.425447E+3
6.388000E-7,1.425245E+3
6.389000E-7,1.425043E+3
6.390000E-7,1.424841E+3
6.391000E-7,1.424639E+3
6.392000E-7,1.424437E+3
6.393000E-7,1.424235E+3
6.394000E-7,1.424033E+3
6.395000E-7,1.423831E+3
6.396000E-7,1.423629E+3
6.397000E-7,1.423427E+3
6.398000E-7,1.423225E+3
6.399000E-7,1.423023E+3
6.400000E-7,1.422822E+3
6.401000E-7,1.422620E+3
6.402000E-7,1.422419E+3
6.403000E-7,1.422217E+3
6.404000E-7,1.422016E+3
6.405000E-7,1.421815E+3
6.406000E-7,1.421614E+3
6.407000E-7,1.421413E+3
6.408000E-7,1.421212E+3
6.409000E-7,1.421011E+3
6.410000E-7,1.420811E+3
6.411000E-7,1.420610E+3
6.412000E-7,1.420410E+3
6.413000E-7,1.420210E+3
6.414000E-7,1.420010E+3
6.415000E-7,1.419810E+3
6.416000E-7,1.419610E+3
6.417000E-7,1.419410E+3
6.418000E-7,1.419210E+3
6.419000E-7,1.419010E+3
6.420000E-7,1.418811E+3
6.421000E-7,1.418611E+3
6.422000E-7,1.418411E+3
6.423000E-7,1.418212E+3
6.424000E-7,1.418012E+3
6.425000E-7,1.417812E+3
6.426000E-7,1.417613E+3
6.427000E-7,1.417413E+3
6.428000E-7,1.417213E+3
6.429000E-7,1.417013E+3
6.430000E-7,1.416813E+3
