  Time                 , -I(R1)               
  7.150087495850e-005  ,-3.130678117689e-007  
  7.239103456544e-005  ,-2.706752318116e-005  
  7.329645296143e-005  ,-3.598548109430e-005  
  7.411575456666e-005  ,-2.989136292034e-005  
  7.498150011109e-005  ,-1.300536831238e-005  
  7.590732713746e-005  ,6.580466698709e-006  
  7.665491243409e-005  ,1.661085140780e-005  
  7.735853334473e-005  ,1.996873466810e-005  
  7.802238603638e-005  ,1.742177242780e-005  
  7.874765535401e-005  ,9.929797995975e-006  
  7.962627550171e-005  ,-2.193222366355e-007  
  8.050241609620e-005  ,-8.508087608633e-006  
  8.141822954224e-005  ,-1.134123305932e-005  
  8.233308931397e-005  ,-8.610230093648e-006  
  8.306579729127e-005  ,-4.156153826195e-006  
  8.376093050049e-005  ,7.515487936117e-007  
  8.442068239258e-005  ,4.235468135727e-006  
  8.521404405640e-005  ,6.277307548285e-006  
  8.591575761841e-005  ,5.894243193308e-006  
  8.680124422120e-005  ,3.224217234989e-006  
  8.770780702637e-005  ,-4.573807830734e-008  
  8.859844347046e-005  ,-2.729619285277e-006  
  8.950634141968e-005  ,-3.617555996592e-006  
  9.032688280152e-005  ,-2.994425793899e-006  
  9.118728776978e-005  ,-1.302735024446e-006  
  9.211139818238e-005  ,6.620837206855e-007  
  9.285907884644e-005  ,1.670066150093e-006  
  9.356279512452e-005  ,2.006960977110e-006  
  9.422702928589e-005  ,1.750234394790e-006  
  9.495153566407e-005  ,9.976536208655e-007  
  9.582939287232e-005  ,-2.171191605479e-008  
  9.670553346680e-005  ,-8.549043659890e-007  
  9.762134691285e-005  ,-1.139828678681e-006  
  9.853620668458e-005  ,-8.655083765951e-007  
  9.945850511597e-005  ,-2.510420020503e-007  
  1.004816069226e-004  ,3.389709708390e-007  
  1.014554991345e-004  ,6.391284865167e-007  
  1.022672667127e-004  ,5.921385692180e-007  
  1.031879438977e-004  ,2.958869245584e-007  
  1.043510450940e-004  ,-1.434213742026e-007  
  1.051754011731e-004  ,-3.240270631522e-007  
  1.059256567578e-004  ,-3.643328491164e-007  
  1.066093458752e-004  ,-2.949533491161e-007  
  1.072560324292e-004  ,-1.615696722984e-007  
  1.082396521191e-004  ,4.359656269942e-008  
  1.091460241895e-004  ,1.695616805750e-007  
  1.099859251599e-004  ,2.056157849446e-007  
  1.106964125256e-004  ,1.682681437010e-007  
  1.113811506848e-004  ,8.958060378348e-008  
  1.123550428967e-004  ,-2.430177664833e-008  
  1.132551207166e-004  ,-9.485470567027e-008  
  1.140949263196e-004  ,-1.155529238621e-007  
  1.148085608106e-004  ,-9.472514469234e-008  
  1.154966368298e-004  ,-5.037723502840e-008  
  1.164701475720e-004  ,1.356081395617e-008  
  1.173720373731e-004  ,5.327946493969e-008  
  1.182138456921e-004  ,6.490238063077e-008  
  1.189328207593e-004  ,5.303924159517e-008  
  1.196258558850e-004  ,2.785997115296e-008  
  1.205921187024e-004  ,-7.784854106428e-009  
  1.214961065869e-004  ,-3.005460355527e-008  
  1.223401083569e-004  ,-3.643375749466e-008  
  1.230678572278e-004  ,-2.953838207175e-008  
  1.237688078503e-004  ,-1.511445808173e-008  
  1.247199072461e-004  ,4.588545741823e-009  
  1.256273283582e-004  ,1.703143857363e-008  
  1.264747633557e-004  ,2.043515457601e-008  
  1.272179617505e-004  ,1.631413925864e-008  
  1.280034079175e-004  ,7.069983228450e-009  
  1.289151205640e-004  ,-3.369350646057e-009  
  1.298303618054e-004  ,-9.981917410847e-009  
  1.306854261975e-004  ,-1.135048303308e-008  
  1.314638151746e-004  ,-8.525522923766e-009  
  1.324901594739e-004  ,-1.536321074821e-009  
  1.333230032544e-004  ,3.336712629222e-009  
  1.343882574658e-004  ,6.530688656343e-009  
  1.353991522412e-004  ,5.186584165673e-009  
  1.366129889111e-004  ,6.398067559252e-010  
  1.376750006299e-004  ,-2.511586866752e-009  
  1.387921347241e-004  ,-3.774687499162e-009  
  1.402192129712e-004  ,-1.747348453445e-009  
  1.415474905591e-004  ,1.128939477365e-009  
  1.426875128369e-004  ,2.175932778139e-009  
  1.441065802197e-004  ,1.494678654640e-009  
  1.460871710400e-004  ,-4.183480027407e-010  
  1.481650366406e-004  ,-1.334675037749e-009  
  1.502379431348e-004  ,-2.580819759318e-012  
  1.524909033398e-004  ,9.033586392729e-010  
  1.550257696729e-004  ,-1.808413141230e-011  
  1.575118078809e-004  ,-6.052965406277e-010  
  1.605307592969e-004  ,-1.165564434987e-010  
  1.637911810498e-004  ,3.710597324882e-010  
  1.679423346143e-004  ,4.946974387877e-011  
  1.719912542920e-004  ,-1.065444369041e-010  
  1.788004889111e-004  ,5.049179194525e-011  
  1.861033453565e-004  ,3.870658387702e-011  
  1.999842657666e-004  ,-3.719613774512e-011  
  2.277461065869e-004  ,3.495025855975e-011  
  2.825984015088e-004  ,1.408102114160e-012  
  3.825984015088e-004  ,-1.531726465459e-012  
  4.825984015088e-004  ,1.649699678631e-012  
  5.825984015088e-004  ,-1.761865848876e-012  
  6.825984015088e-004  ,1.868084737425e-012  
  7.825984015088e-004  ,-1.968231791990e-012  
  8.825984015088e-004  ,2.062198132408e-012  
  9.825984015088e-004  ,-2.149890502010e-012  
  1.082598401509e-003  ,2.231231185465e-012  
  1.182598401509e-003  ,-2.306157893887e-012  
  1.282598401509e-003  ,2.374623618069e-012  
  1.382598401509e-003  ,-2.436596450753e-012  
  1.482598401509e-003  ,2.492059378889e-012  
  1.582598401509e-003  ,-2.541010046905e-012  
  1.682598401509e-003  ,2.583460492041e-012  
  1.782598401509e-003  ,-2.619436852837e-012  
  1.882598401509e-003  ,2.648979051915e-012  
  1.982598401509e-003  ,-2.672140454236e-012  
  2.082598401509e-003  ,2.688987502026e-012  
  2.182598401509e-003  ,-2.699599327601e-012  
  2.282598401509e-003  ,2.704067345373e-012  
  2.382598401509e-003  ,-2.702494824292e-012  
  2.482598401509e-003  ,2.694996442043e-012  
  2.582598401509e-003  ,-2.681697822316e-012  
  2.682598401509e-003  ,2.662735056469e-012  
  2.782598401509e-003  ,-2.638254210938e-012  
  2.882598401509e-003  ,2.608410821737e-012  
  2.982598401509e-003  ,-2.573369377395e-012  
  3.082598401509e-003  ,2.533302791688e-012  
  3.182598401509e-003  ,-2.488391867518e-012  
  3.282598401509e-003  ,2.438824753271e-012  
  3.382598401509e-003  ,-2.384796393005e-012  
  3.482598401509e-003  ,2.326507971787e-012  
  3.582598401509e-003  ,-2.264166357485e-012  
  3.682598401509e-003  ,2.197983540321e-012  
  3.782598401509e-003  ,-2.128176071451e-012  
  3.882598401509e-003  ,2.054964501836e-012  
  3.982598401509e-003  ,-1.978572822626e-012  
  4.082598401509e-003  ,1.899227908271e-012  
  4.182598401509e-003  ,-1.817158963529e-012  
  4.282598401509e-003  ,1.732596975520e-012  
  4.382598401509e-003  ,-1.645774171945e-012  
  4.482598401509e-003  ,1.556923486541e-012  
  4.582598401509e-003  ,-1.466278032826e-012  
  4.682598401509e-003  ,1.374070587133e-012  
  4.782598401509e-003  ,-1.280533081908e-012  
  4.882598401509e-003  ,1.185896110197e-012  
  4.982598401509e-003  ,-1.090388442202e-012  
  5.000000000000e-003  ,5.389000873072e-013  
