  Time                 , -I(R1)               
  3.905425868498e-006  ,5.387653670900e-001  
  4.374919734464e-006  ,5.535863996095e-001  
  4.798541865812e-006  ,5.834323425144e-001  
  5.287586055265e-006  ,6.304144440513e-001  
  5.844055018888e-006  ,6.862290860515e-001  
  6.467185817228e-006  ,7.447640844496e-001  
  7.713447413908e-006  ,8.148565729675e-001  
  8.848892055021e-006  ,8.102375609510e-001  
  1.111978133725e-005  ,6.183698202325e-001  
  1.324113448666e-005  ,2.955247161038e-001  
  1.555741866635e-005  ,-5.474243968846e-002  
  1.774018844174e-005  ,-3.152441694393e-001  
  1.975205977963e-005  ,-4.214240789962e-001  
  2.190431197690e-005  ,-3.953648067779e-001  
  2.401460250424e-005  ,-2.704071061121e-001  
  2.595513900326e-005  ,-1.021805438368e-001  
  2.827180465268e-005  ,7.708817662531e-002  
  3.063500960873e-005  ,2.002234998723e-001  
  3.288377364682e-005  ,2.285800283493e-001  
  3.504518111752e-005  ,1.878086802775e-001  
  3.752664168881e-005  ,8.497482185860e-002  
  3.981622298764e-005  ,-1.281401879710e-002  
  4.195855697201e-005  ,-8.711801919470e-002  
  4.395631393002e-005  ,-1.191832176333e-001  
  4.618257125424e-005  ,-1.131060914277e-001  
  4.829743941830e-005  ,-7.799857397604e-002  
  5.025819381283e-005  ,-2.971841609190e-002  
  5.264085372494e-005  ,2.258768992181e-002  
  5.502542098569e-005  ,5.752855629880e-002  
  5.727265914486e-005  ,6.507313213520e-002  
  5.946687301205e-005  ,5.282821669071e-002  
  6.188386519955e-005  ,2.401133502070e-002  
  6.415399154233e-005  ,-3.686680502998e-003  
  6.628984054135e-005  ,-2.479414598590e-002  
  6.829637130307e-005  ,-3.396488071010e-002  
  7.051919539975e-005  ,-3.221713759562e-002  
  7.263330062436e-005  ,-2.221314963928e-002  
  7.459291060971e-005  ,-8.465716844656e-003  
  7.693437179135e-005  ,6.230300951183e-003  
  7.932313521908e-005  ,1.630265649078e-002  
  8.156503280209e-005  ,1.854686898883e-002  
  8.374208053158e-005  ,1.517638846145e-002  
  8.619874557065e-005  ,6.888343536318e-003  
  8.847955306576e-005  ,-1.026743178693e-003  
  9.061692794369e-005  ,-7.050865823642e-003  
  9.262307723569e-005  ,-9.670645911132e-003  
  9.485009749936e-005  ,-9.178201589236e-003  
  9.696458419369e-005  ,-6.330158808606e-003  
  9.892533858822e-005  ,-2.412559220959e-003  
  1.012667997699e-004  ,1.773485307339e-003  
  1.036551817279e-004  ,4.642791431569e-003  
  1.058966978412e-004  ,5.282939614331e-003  
  1.080729826312e-004  ,4.198783077863e-003  
  1.108485563617e-004  ,1.466871013017e-003  
  1.134085996966e-004  ,-1.085212926342e-003  
  1.161792143206e-004  ,-2.655285784653e-003  
  1.191706999163e-004  ,-2.561853972953e-003  
  1.218795164447e-004  ,-1.307730229713e-003  
  1.243399961810e-004  ,9.247775719404e-005  
  1.268378599505e-004  ,1.143803220567e-003  
  1.289782865863e-004  ,1.500818110240e-003  
  1.311091764788e-004  ,1.367630071969e-003  
  1.332587583880e-004  ,8.941975044490e-004  
  1.352630003314e-004  ,2.757131138818e-004  
  1.378466947894e-004  ,-3.916828911266e-004  
  1.403785093646e-004  ,-7.705218751368e-004  
  1.428679808001e-004  ,-7.765175345847e-004  
  1.454036100726e-004  ,-4.829863746262e-004  
  1.481406553607e-004  ,-3.840275493010e-005  
  1.511802061419e-004  ,3.374468945437e-004  
  1.534262998919e-004  ,4.357926566233e-004  
  1.555926664691e-004  ,3.875122830606e-004  
  1.577868803363e-004  ,2.419306223551e-004  
  1.598883970599e-004  ,5.384541333289e-005  
  1.629771574359e-004  ,-1.559931459472e-004  
  1.657027586322e-004  ,-2.322546591238e-004  
  1.684470518451e-004  ,-1.992477070208e-004  
  1.709136350970e-004  ,-1.065528525719e-004  
  1.733325346331e-004  ,8.314047883028e-006  
  1.759585722308e-004  ,9.507736590543e-005  
  1.783732755999e-004  ,1.257159996608e-004  
  1.808692320208e-004  ,1.072985456202e-004  
  1.832953794818e-004  ,5.817883839562e-005  
  1.856612547259e-004  ,-2.322931386582e-006  
  1.883250578265e-004  ,-5.026465867635e-005  
  1.909438474994e-004  ,-6.767676737643e-005  
  1.934207304339e-004  ,-5.682111541291e-005  
  1.958548887591e-004  ,-2.993360398010e-005  
  1.982524259906e-004  ,2.837314580015e-006  
  2.008452757220e-004  ,2.744310125469e-005  
  2.034491880755e-004  ,3.636030631296e-005  
  2.059127195697e-004  ,3.026742750186e-005  
  2.083667143206e-004  ,1.560163343664e-005  
  2.107840879779e-004  ,-2.073766016728e-006  
  2.133338316302e-004  ,-1.489703282747e-005  
  2.159293516497e-004  ,-1.952355242061e-005  
  2.183852537494e-004  ,-1.614953057475e-005  
  2.208548887591e-004  ,-8.183641858496e-006  
  2.232867582660e-004  ,1.332822320024e-006  
  2.258048399310e-004  ,8.062266978281e-006  
  2.283942564349e-004  ,1.048004169240e-005  
  2.308448179583e-004  ,8.626544176390e-006  
  2.333266599994e-004  ,4.312331977242e-006  
  2.357699735980e-004  ,-8.067168098739e-007  
  2.382636412005e-004  ,-4.354608457554e-006  
  2.408488615374e-004  ,-5.624630655825e-006  
  2.432952268939e-004  ,-4.611738283767e-006  
  2.457873686175e-004  ,-2.279348358989e-006  
  2.482394560199e-004  ,4.720904404069e-007  
  2.507136686663e-004  ,2.348797744379e-006  
  2.532954557757e-004  ,3.018420181907e-006  
  2.557387693744e-004  ,2.466931785875e-006  
  2.582393034320e-004  ,1.207832847382e-006  
  2.606990202288e-004  ,-2.706739607619e-007  
  2.631572111468e-004  ,-1.265688957465e-006  
  2.657367094378e-004  ,-1.619713696742e-006  
  2.681777342181e-004  ,-1.320106684588e-006  
  2.706858976703e-004  ,-6.409070831316e-007  
  2.731520994525e-004  ,1.533266242753e-007  
  2.755965574603e-004  ,6.816642557387e-007  
  2.781752928119e-004  ,8.691309923573e-007  
  2.806151731830e-004  ,7.064056196642e-007  
  2.831309660296e-004  ,3.400518367794e-007  
  2.856036527972e-004  ,-8.658310921117e-008  
  2.880343778949e-004  ,-3.671056867548e-007  
  2.906131132464e-004  ,-4.663681784680e-007  
  2.930529936175e-004  ,-3.778986120421e-007  
  2.961039884906e-004  ,-1.170418602736e-007  
  2.988868101458e-004  ,1.201989553815e-007  
  3.010337217669e-004  ,2.238611123313e-007  
  3.041350706439e-004  ,2.349828300231e-007  
  3.070559843402e-004  ,1.218686338279e-007  
  3.097026213031e-004  ,-1.114017868677e-008  
  3.125827177386e-004  ,-1.077242802212e-007  
  3.153491361956e-004  ,-1.349007959520e-007  
  3.179202421527e-004  ,-1.040218842631e-007  
  3.208369596820e-004  ,-2.977044942713e-008  
  3.237471922259e-004  ,3.992693266879e-008  
  3.259562834124e-004  ,6.743498269407e-008  
  3.288516386371e-004  ,6.705684869890e-008  
  3.314326628070e-004  ,4.116404637584e-008  
  3.339331968646e-004  ,4.322941170288e-009  
  3.368472441058e-004  ,-2.728912169559e-008  
  3.395717008929e-004  ,-3.889976640301e-008  
  3.421649320941e-004  ,-3.309264623930e-008  
  3.448142393451e-004  ,-1.640853132544e-008  
  3.475238188128e-004  ,4.536886029249e-009  
  3.498912199359e-004  ,1.665995246769e-008  
  3.525603636126e-004  ,2.105752240615e-008  
  3.550902708392e-004  ,1.652972789050e-008  
  3.580169065814e-004  ,5.009301008422e-009  
  3.609145506244e-004  ,-5.943501449815e-009  
  3.632846220355e-004  ,-1.057916038031e-008  
  3.661303861956e-004  ,-1.047906967796e-008  
  3.686644895892e-004  ,-6.514781899959e-009  
  3.711444242816e-004  ,-8.089597842801e-010  
  3.740859373431e-004  ,4.211836368651e-009  
  3.771727903705e-004  ,6.115844323149e-009  
  3.800654753070e-004  ,4.739787960212e-009  
  3.829161985736e-004  ,1.769060743557e-009  
  3.858348234515e-004  ,-1.551193935491e-009  
  3.886908872943e-004  ,-3.178532872416e-009  
  3.919818266253e-004  ,-2.894177040814e-009  
  3.950065000872e-004  ,-1.331552737190e-009  
  3.982287748675e-004  ,7.252398576505e-010  
  4.017035826068e-004  ,1.789129216621e-009  
  4.059668882708e-004  ,1.350864643175e-009  
  4.104667051654e-004  ,-2.105971129330e-010  
  4.146445616107e-004  ,-1.050480831527e-009  
  4.190360411029e-004  ,-8.153364574597e-010  
  4.242118223529e-004  ,1.711672738454e-010  
  4.312941892962e-004  ,6.112993019813e-010  
  4.378920896869e-004  ,1.462122342677e-010  
  4.447760923724e-004  ,-3.653855019514e-010  
  4.521483763080e-004  ,-2.119386691672e-010  
  4.627364500384e-004  ,2.248827075048e-010  
  4.769973142962e-004  ,-5.190242713556e-011  
  4.916701658587e-004  ,-1.076701817595e-010  
  5.167098387103e-004  ,7.834833024282e-011  
  5.512008055072e-004  ,-4.617587093055e-011  
  6.063277586322e-004  ,-1.893714200779e-011  
  7.063277586322e-004  ,1.912430250333e-011  
  8.063277586322e-004  ,-1.892414955344e-011  
  9.063277586322e-004  ,-2.789073881791e-013  
  1.006327758632e-003  ,4.909674248319e-013  
  1.106327758632e-003  ,-6.809177942589e-013  
  1.206327758632e-003  ,8.463185578741e-013  
  1.306327758632e-003  ,-9.853560934756e-013  
  1.406327758632e-003  ,1.096842016670e-012  
  1.506327758632e-003  ,-1.180199862817e-012  
  1.606327758632e-003  ,1.235440509469e-012  
  1.706327758632e-003  ,-1.263127483888e-012  
  1.806327758632e-003  ,1.264333432099e-012  
  1.906327758632e-003  ,-1.240589124916e-012  
  2.006327758632e-003  ,1.193826442491e-012  
  2.106327758632e-003  ,-1.126316812808e-012  
  2.206327758632e-003  ,1.040606582391e-012  
  2.306327758632e-003  ,-9.394507710859e-013  
  2.406327758632e-003  ,8.257466093377e-013  
  2.506327758632e-003  ,-7.024681785841e-013  
  2.606327758632e-003  ,5.726033761509e-013  
  2.706327758632e-003  ,-4.390943085938e-013  
  2.806327758632e-003  ,3.047820851665e-013  
  2.906327758632e-003  ,-1.723568394648e-013  
  3.006327758632e-003  ,4.431365581178e-014  
  3.106327758632e-003  ,7.708507896165e-014  
  3.206327758632e-003  ,-1.898405346887e-013  
  3.306327758632e-003  ,2.922412992799e-013  
  3.406327758632e-003  ,-3.828801836202e-013  
  3.506327758632e-003  ,4.606640534992e-013  
  3.606327758632e-003  ,-5.248169044331e-013  
  3.706327758632e-003  ,5.748765155304e-013  
  3.806327758632e-003  ,-6.106851251731e-013  
  3.906327758632e-003  ,6.323746629303e-013  
  4.006327758632e-003  ,-6.403471478723e-013  
  4.106327758632e-003  ,6.352509227498e-013  
  4.206327758632e-003  ,-6.179534361455e-013  
  4.306327758632e-003  ,5.895113108312e-013  
  4.406327758632e-003  ,-5.511384466302e-013  
  4.506327758632e-003  ,5.041729008329e-013  
  4.606327758632e-003  ,-4.500432696522e-013  
  4.706327758632e-003  ,3.902352615510e-013  
  4.806327758632e-003  ,-3.262591089480e-013  
  4.906327758632e-003  ,2.596184103547e-013  
  5.000000000000e-003  ,-1.872074812128e-013  
