Time,Ch A
0.000000E+0,6.781060E-8
5.000000E-10,8.474747E-7
1.000000E-9,5.295705E-6
1.500000E-9,2.232126E-5
2.000000E-9,7.219574E-5
2.500000E-9,1.928917E-4
3.000000E-9,4.463466E-4
3.500000E-9,9.237906E-4
4.000000E-9,1.749543E-3
4.500000E-9,3.082776E-3
5.000000E-9,5.116510E-3
5.500000E-9,8.073312E-3
6.000000E-9,1.219804E-2
6.500000E-9,1.774854E-2
7.000000E-9,2.498495E-2
7.500000E-9,3.415864E-2
8.000000E-9,4.550139E-2
8.500000E-9,5.921594E-2
9.000000E-9,7.546786E-2
9.500000E-9,9.437975E-2
1.000000E-8,1.160279E-1
1.050000E-8,1.404412E-1
1.100000E-8,1.676011E-1
1.150000E-8,1.974417E-1
1.200000E-8,2.298512E-1
1.250000E-8,2.646741E-1
1.300000E-8,3.017164E-1
1.350000E-8,3.407516E-1
1.400000E-8,3.815271E-1
1.450000E-8,4.237713E-1
1.500000E-8,4.671999E-1
1.550000E-8,5.115222E-1
1.600000E-8,5.564472E-1
1.650000E-8,6.016894E-1
1.700000E-8,6.469731E-1
1.750000E-8,6.920375E-1
1.800000E-8,7.366395E-1
1.850000E-8,7.805569E-1
1.900000E-8,8.235896E-1
1.950000E-8,8.655593E-1
2.000000E-8,9.063079E-1
2.050000E-8,9.456966E-1
2.100000E-8,9.836054E-1
2.150000E-8,1.019933E+0
2.200000E-8,1.054600E+0
2.250000E-8,1.087544E+0
2.300000E-8,1.118725E+0
2.350000E-8,1.148120E+0
2.400000E-8,1.175720E+0
2.450000E-8,1.201533E+0
2.500000E-8,1.225579E+0
2.550000E-8,1.247888E+0
2.600000E-8,1.268496E+0
2.650000E-8,1.287443E+0
2.700000E-8,1.304773E+0
2.750000E-8,1.320526E+0
2.800000E-8,1.334745E+0
2.850000E-8,1.347471E+0
2.900000E-8,1.358744E+0
2.950000E-8,1.368609E+0
3.000000E-8,1.377115E+0
3.050000E-8,1.384316E+0
3.100000E-8,1.390272E+0
3.150000E-8,1.395047E+0
3.200000E-8,1.398714E+0
3.250000E-8,1.401348E+0
3.300000E-8,1.403025E+0
3.350000E-8,1.403821E+0
3.400000E-8,1.403810E+0
3.450000E-8,1.403058E+0
3.500000E-8,1.401628E+0
3.550000E-8,1.399579E+0
3.600000E-8,1.396970E+0
3.650000E-8,1.393862E+0
3.700000E-8,1.390326E+0
3.750000E-8,1.386438E+0
3.800000E-8,1.382287E+0
3.850000E-8,1.377967E+0
3.900000E-8,1.373577E+0
3.950000E-8,1.369215E+0
4.000000E-8,1.364978E+0
4.050000E-8,1.360953E+0
4.100000E-8,1.357216E+0
4.150000E-8,1.353827E+0
4.200000E-8,1.350829E+0
4.250000E-8,1.348244E+0
4.300000E-8,1.346072E+0
4.350000E-8,1.344295E+0
4.400000E-8,1.342876E+0
4.450000E-8,1.341761E+0
4.500000E-8,1.340887E+0
4.550000E-8,1.340181E+0
4.600000E-8,1.339572E+0
4.650000E-8,1.338990E+0
4.700000E-8,1.338377E+0
4.750000E-8,1.337682E+0
4.800000E-8,1.336866E+0
4.850000E-8,1.335899E+0
4.900000E-8,1.334759E+0
4.950000E-8,1.333430E+0
5.000000E-8,1.331899E+0
5.050000E-8,1.330154E+0
5.100000E-8,1.328189E+0
5.150000E-8,1.325998E+0
5.200000E-8,1.323589E+0
5.250000E-8,1.320976E+0
5.300000E-8,1.318190E+0
5.350000E-8,1.315273E+0
5.400000E-8,1.312284E+0
5.450000E-8,1.309291E+0
5.500000E-8,1.306373E+0
5.550000E-8,1.303619E+0
5.600000E-8,1.301121E+0
5.650000E-8,1.298978E+0
5.700000E-8,1.297290E+0
5.750000E-8,1.296160E+0
5.800000E-8,1.295691E+0
5.850000E-8,1.295984E+0
5.900000E-8,1.297140E+0
5.950000E-8,1.299254E+0
6.000000E-8,1.302413E+0
6.050000E-8,1.306695E+0
6.100000E-8,1.312157E+0
6.150000E-8,1.318843E+0
6.200000E-8,1.326769E+0
6.250000E-8,1.335932E+0
6.300000E-8,1.346297E+0
6.350000E-8,1.357801E+0
6.400000E-8,1.370353E+0
6.450000E-8,1.383832E+0
6.500000E-8,1.398094E+0
6.550000E-8,1.412973E+0
6.600000E-8,1.428290E+0
6.650000E-8,1.443850E+0
6.700000E-8,1.459453E+0
6.750000E-8,1.474890E+0
6.800000E-8,1.489954E+0
6.850000E-8,1.504439E+0
6.900000E-8,1.518143E+0
6.950000E-8,1.530871E+0
7.000000E-8,1.542432E+0
7.050000E-8,1.552646E+0
7.100000E-8,1.561340E+0
7.150000E-8,1.568349E+0
7.200000E-8,1.573525E+0
7.250000E-8,1.576736E+0
7.300000E-8,1.577871E+0
7.350000E-8,1.576852E+0
7.400000E-8,1.573631E+0
7.450000E-8,1.568201E+0
7.500000E-8,1.560593E+0
7.550000E-8,1.550875E+0
7.600000E-8,1.539147E+0
7.650000E-8,1.525535E+0
7.700000E-8,1.510190E+0
7.750000E-8,1.493276E+0
7.800000E-8,1.474972E+0
7.850000E-8,1.455467E+0
7.900000E-8,1.434956E+0
7.950000E-8,1.413638E+0
8.000000E-8,1.391712E+0
8.050000E-8,1.369379E+0
8.100000E-8,1.346836E+0
8.150000E-8,1.324280E+0
8.200000E-8,1.301906E+0
8.250000E-8,1.279913E+0
8.300000E-8,1.258497E+0
8.350000E-8,1.237854E+0
8.400000E-8,1.218174E+0
8.450000E-8,1.199640E+0
8.500000E-8,1.182423E+0
8.550000E-8,1.166674E+0
8.600000E-8,1.152527E+0
8.650000E-8,1.140088E+0
8.700000E-8,1.129437E+0
8.750000E-8,1.120620E+0
8.800000E-8,1.113649E+0
8.850000E-8,1.108504E+0
8.900000E-8,1.105129E+0
8.950000E-8,1.103436E+0
9.000000E-8,1.103310E+0
9.050000E-8,1.104613E+0
9.100000E-8,1.107190E+0
9.150000E-8,1.110873E+0
9.200000E-8,1.115486E+0
9.250000E-8,1.120851E+0
9.300000E-8,1.126793E+0
9.350000E-8,1.133144E+0
9.400000E-8,1.139748E+0
9.450000E-8,1.146463E+0
9.500000E-8,1.153164E+0
9.550000E-8,1.159747E+0
9.600000E-8,1.166127E+0
9.650000E-8,1.172238E+0
9.700000E-8,1.178033E+0
9.750000E-8,1.183479E+0
9.800000E-8,1.188555E+0
9.850000E-8,1.193245E+0
9.900000E-8,1.197536E+0
9.950000E-8,1.201415E+0
1.000000E-7,1.204866E+0
1.005000E-7,1.207866E+0
1.010000E-7,1.210394E+0
1.015000E-7,1.212426E+0
1.020000E-7,1.213941E+0
1.025000E-7,1.214927E+0
1.030000E-7,1.215376E+0
1.035000E-7,1.215291E+0
1.040000E-7,1.214675E+0
1.045000E-7,1.213538E+0
1.050000E-7,1.211881E+0
1.055000E-7,1.209705E+0
1.060000E-7,1.207006E+0
1.065000E-7,1.203780E+0
1.070000E-7,1.200028E+0
1.075000E-7,1.195756E+0
1.080000E-7,1.190984E+0
1.085000E-7,1.185745E+0
1.090000E-7,1.180086E+0
1.095000E-7,1.174070E+0
1.100000E-7,1.167776E+0
1.105000E-7,1.161296E+0
1.110000E-7,1.154735E+0
1.115000E-7,1.148208E+0
1.120000E-7,1.141837E+0
1.125000E-7,1.135753E+0
1.130000E-7,1.130086E+0
1.135000E-7,1.124973E+0
1.140000E-7,1.120546E+0
1.145000E-7,1.116938E+0
1.150000E-7,1.114275E+0
1.155000E-7,1.112677E+0
1.160000E-7,1.112252E+0
1.165000E-7,1.113089E+0
1.170000E-7,1.115260E+0
1.175000E-7,1.118813E+0
1.180000E-7,1.123777E+0
1.185000E-7,1.130161E+0
1.190000E-7,1.137954E+0
1.195000E-7,1.147126E+0
1.200000E-7,1.157630E+0
1.205000E-7,1.169397E+0
1.210000E-7,1.182338E+0
1.215000E-7,1.196339E+0
1.220000E-7,1.211262E+0
1.225000E-7,1.226949E+0
1.230000E-7,1.243223E+0
1.235000E-7,1.259895E+0
1.240000E-7,1.276764E+0
1.245000E-7,1.293620E+0
1.250000E-7,1.310249E+0
1.255000E-7,1.326443E+0
1.260000E-7,1.342000E+0
1.265000E-7,1.356734E+0
1.270000E-7,1.370484E+0
1.275000E-7,1.383113E+0
1.280000E-7,1.394517E+0
1.285000E-7,1.404629E+0
1.290000E-7,1.413417E+0
1.295000E-7,1.420884E+0
1.300000E-7,1.427066E+0
1.305000E-7,1.432030E+0
1.310000E-7,1.435866E+0
1.315000E-7,1.438688E+0
1.320000E-7,1.440625E+0
1.325000E-7,1.441820E+0
1.330000E-7,1.442416E+0
1.335000E-7,1.442554E+0
1.340000E-7,1.442364E+0
1.345000E-7,1.441962E+0
1.350000E-7,1.441442E+0
1.355000E-7,1.440876E+0
1.360000E-7,1.440308E+0
1.365000E-7,1.439755E+0
1.370000E-7,1.439206E+0
1.375000E-7,1.438628E+0
1.380000E-7,1.437967E+0
1.385000E-7,1.437154E+0
1.390000E-7,1.436105E+0
1.395000E-7,1.434727E+0
1.400000E-7,1.432919E+0
1.405000E-7,1.430574E+0
1.410000E-7,1.427583E+0
1.415000E-7,1.423845E+0
1.420000E-7,1.419268E+0
1.425000E-7,1.413784E+0
1.430000E-7,1.407349E+0
1.435000E-7,1.399954E+0
1.440000E-7,1.391626E+0
1.445000E-7,1.382426E+0
1.450000E-7,1.372453E+0
1.455000E-7,1.361837E+0
1.460000E-7,1.350734E+0
1.465000E-7,1.339318E+0
1.470000E-7,1.327772E+0
1.475000E-7,1.316282E+0
1.480000E-7,1.305026E+0
1.485000E-7,1.294172E+0
1.490000E-7,1.283871E+0
1.495000E-7,1.274259E+0
1.500000E-7,1.265451E+0
1.505000E-7,1.257540E+0
1.510000E-7,1.250602E+0
1.515000E-7,1.244693E+0
1.520000E-7,1.239856E+0
1.525000E-7,1.236117E+0
1.530000E-7,1.233490E+0
1.535000E-7,1.231978E+0
1.540000E-7,1.231572E+0
1.545000E-7,1.232247E+0
1.550000E-7,1.233967E+0
1.555000E-7,1.236678E+0
1.560000E-7,1.240310E+0
1.565000E-7,1.244777E+0
1.570000E-7,1.249979E+0
1.575000E-7,1.255805E+0
1.580000E-7,1.262140E+0
1.585000E-7,1.268865E+0
1.590000E-7,1.275866E+0
1.595000E-7,1.283035E+0
1.600000E-7,1.290274E+0
1.605000E-7,1.297492E+0
1.610000E-7,1.304606E+0
1.615000E-7,1.311537E+0
1.620000E-7,1.318208E+0
1.625000E-7,1.324549E+0
1.630000E-7,1.330492E+0
1.635000E-7,1.335974E+0
1.640000E-7,1.340937E+0
1.645000E-7,1.345328E+0
1.650000E-7,1.349101E+0
1.655000E-7,1.352214E+0
1.660000E-7,1.354630E+0
1.665000E-7,1.356316E+0
1.670000E-7,1.357234E+0
1.675000E-7,1.357350E+0
1.680000E-7,1.356630E+0
1.685000E-7,1.355040E+0
1.690000E-7,1.352553E+0
1.695000E-7,1.349149E+0
1.700000E-7,1.344815E+0
1.705000E-7,1.339550E+0
1.710000E-7,1.333365E+0
1.715000E-7,1.326286E+0
1.720000E-7,1.318354E+0
1.725000E-7,1.309624E+0
1.730000E-7,1.300168E+0
1.735000E-7,1.290069E+0
1.740000E-7,1.279419E+0
1.745000E-7,1.268317E+0
1.750000E-7,1.256860E+0
1.755000E-7,1.245139E+0
1.760000E-7,1.233239E+0
1.765000E-7,1.221237E+0
1.770000E-7,1.209197E+0
1.775000E-7,1.197182E+0
1.780000E-7,1.185244E+0
1.785000E-7,1.173438E+0
1.790000E-7,1.161815E+0
1.795000E-7,1.150429E+0
1.800000E-7,1.139338E+0
1.805000E-7,1.128605E+0
1.810000E-7,1.118302E+0
1.815000E-7,1.108507E+0
1.820000E-7,1.099305E+0
1.825000E-7,1.090784E+0
1.830000E-7,1.083032E+0
1.835000E-7,1.076134E+0
1.840000E-7,1.070166E+0
1.845000E-7,1.065195E+0
1.850000E-7,1.061274E+0
1.855000E-7,1.058445E+0
1.860000E-7,1.056740E+0
1.865000E-7,1.056177E+0
1.870000E-7,1.056760E+0
1.875000E-7,1.058481E+0
1.880000E-7,1.061316E+0
1.885000E-7,1.065226E+0
1.890000E-7,1.070156E+0
1.895000E-7,1.076039E+0
1.900000E-7,1.082792E+0
1.905000E-7,1.090325E+0
1.910000E-7,1.098538E+0
1.915000E-7,1.107329E+0
1.920000E-7,1.116590E+0
1.925000E-7,1.126213E+0
1.930000E-7,1.136092E+0
1.935000E-7,1.146128E+0
1.940000E-7,1.156229E+0
1.945000E-7,1.166313E+0
1.950000E-7,1.176317E+0
1.955000E-7,1.186193E+0
1.960000E-7,1.195917E+0
1.965000E-7,1.205489E+0
1.970000E-7,1.214927E+0
1.975000E-7,1.224270E+0
1.980000E-7,1.233567E+0
1.985000E-7,1.242874E+0
1.990000E-7,1.252244E+0
1.995000E-7,1.261721E+0
2.000000E-7,1.271334E+0
2.005000E-7,1.281091E+0
2.010000E-7,1.290981E+0
2.015000E-7,1.300967E+0
2.020000E-7,1.310993E+0
2.025000E-7,1.320982E+0
2.030000E-7,1.330840E+0
2.035000E-7,1.340459E+0
2.040000E-7,1.349722E+0
2.045000E-7,1.358507E+0
2.050000E-7,1.366690E+0
2.055000E-7,1.374147E+0
2.060000E-7,1.380758E+0
2.065000E-7,1.386408E+0
2.070000E-7,1.390989E+0
2.075000E-7,1.394404E+0
2.080000E-7,1.396569E+0
2.085000E-7,1.397419E+0
2.090000E-7,1.396914E+0
2.095000E-7,1.395040E+0
2.100000E-7,1.391814E+0
2.105000E-7,1.387286E+0
2.110000E-7,1.381540E+0
2.115000E-7,1.374693E+0
2.120000E-7,1.366899E+0
2.125000E-7,1.358337E+0
2.130000E-7,1.349213E+0
2.135000E-7,1.339745E+0
2.140000E-7,1.330161E+0
2.145000E-7,1.320691E+0
2.150000E-7,1.311555E+0
2.155000E-7,1.302962E+0
2.160000E-7,1.295104E+0
2.165000E-7,1.288154E+0
2.170000E-7,1.282265E+0
2.175000E-7,1.277570E+0
2.180000E-7,1.274182E+0
2.185000E-7,1.272190E+0
2.190000E-7,1.271659E+0
2.195000E-7,1.272632E+0
2.200000E-7,1.275124E+0
2.205000E-7,1.279126E+0
2.210000E-7,1.284600E+0
2.215000E-7,1.291482E+0
2.220000E-7,1.299675E+0
2.225000E-7,1.309053E+0
2.230000E-7,1.319457E+0
2.235000E-7,1.330706E+0
2.240000E-7,1.342600E+0
2.245000E-7,1.354925E+0
2.250000E-7,1.367466E+0
2.255000E-7,1.380004E+0
2.260000E-7,1.392329E+0
2.265000E-7,1.404240E+0
2.270000E-7,1.415550E+0
2.275000E-7,1.426092E+0
2.280000E-7,1.435715E+0
2.285000E-7,1.444289E+0
2.290000E-7,1.451695E+0
2.295000E-7,1.457829E+0
2.300000E-7,1.462599E+0
2.305000E-7,1.465924E+0
2.310000E-7,1.467734E+0
2.315000E-7,1.467975E+0
2.320000E-7,1.466608E+0
2.325000E-7,1.463610E+0
2.330000E-7,1.458976E+0
2.335000E-7,1.452720E+0
2.340000E-7,1.444875E+0
2.345000E-7,1.435492E+0
2.350000E-7,1.424638E+0
2.355000E-7,1.412399E+0
2.360000E-7,1.398874E+0
2.365000E-7,1.384185E+0
2.370000E-7,1.368472E+0
2.375000E-7,1.351900E+0
2.380000E-7,1.334661E+0
2.385000E-7,1.316966E+0
2.390000E-7,1.299050E+0
2.395000E-7,1.281163E+0
2.400000E-7,1.263567E+0
2.405000E-7,1.246526E+0
2.410000E-7,1.230306E+0
2.415000E-7,1.215161E+0
2.420000E-7,1.201333E+0
2.425000E-7,1.189041E+0
2.430000E-7,1.178478E+0
2.435000E-7,1.169806E+0
2.440000E-7,1.163152E+0
2.445000E-7,1.158608E+0
2.450000E-7,1.156228E+0
2.455000E-7,1.156031E+0
2.460000E-7,1.158005E+0
2.465000E-7,1.162106E+0
2.470000E-7,1.168264E+0
2.475000E-7,1.176393E+0
2.480000E-7,1.186388E+0
2.485000E-7,1.198134E+0
2.490000E-7,1.211506E+0
2.495000E-7,1.226374E+0
2.500000E-7,1.242596E+0
2.505000E-7,1.260023E+0
2.510000E-7,1.278500E+0
2.515000E-7,1.297859E+0
2.520000E-7,1.317926E+0
2.525000E-7,1.338514E+0
2.530000E-7,1.359429E+0
2.535000E-7,1.380465E+0
2.540000E-7,1.401404E+0
2.545000E-7,1.422021E+0
2.550000E-7,1.442081E+0
2.555000E-7,1.461344E+0
2.560000E-7,1.479574E+0
2.565000E-7,1.496542E+0
2.570000E-7,1.512038E+0
2.575000E-7,1.525883E+0
2.580000E-7,1.537928E+0
2.585000E-7,1.548067E+0
2.590000E-7,1.556233E+0
2.595000E-7,1.562402E+0
2.600000E-7,1.566592E+0
2.605000E-7,1.568857E+0
2.610000E-7,1.569280E+0
2.615000E-7,1.567972E+0
2.620000E-7,1.565066E+0
2.625000E-7,1.560709E+0
2.630000E-7,1.555066E+0
2.635000E-7,1.548311E+0
2.640000E-7,1.540629E+0
2.645000E-7,1.532212E+0
2.650000E-7,1.523258E+0
2.655000E-7,1.513963E+0
2.660000E-7,1.504512E+0
2.665000E-7,1.495084E+0
2.670000E-7,1.485836E+0
2.675000E-7,1.476909E+0
2.680000E-7,1.468425E+0
2.685000E-7,1.460483E+0
2.690000E-7,1.453168E+0
2.695000E-7,1.446545E+0
2.700000E-7,1.440661E+0
2.705000E-7,1.435546E+0
2.710000E-7,1.431212E+0
2.715000E-7,1.427646E+0
2.720000E-7,1.424813E+0
2.725000E-7,1.422660E+0
2.730000E-7,1.421117E+0
2.735000E-7,1.420100E+0
2.740000E-7,1.419518E+0
2.745000E-7,1.419272E+0
2.750000E-7,1.419264E+0
2.755000E-7,1.419396E+0
2.760000E-7,1.419578E+0
2.765000E-7,1.419733E+0
2.770000E-7,1.419793E+0
2.775000E-7,1.419709E+0
2.780000E-7,1.419451E+0
2.785000E-7,1.419007E+0
2.790000E-7,1.418383E+0
2.795000E-7,1.417598E+0
2.800000E-7,1.416682E+0
2.805000E-7,1.415671E+0
2.810000E-7,1.414604E+0
2.815000E-7,1.413521E+0
2.820000E-7,1.412459E+0
2.825000E-7,1.411453E+0
2.830000E-7,1.410532E+0
2.835000E-7,1.409724E+0
2.840000E-7,1.409053E+0
2.845000E-7,1.408538E+0
2.850000E-7,1.408190E+0
2.855000E-7,1.408010E+0
2.860000E-7,1.407986E+0
2.865000E-7,1.408095E+0
2.870000E-7,1.408297E+0
2.875000E-7,1.408540E+0
2.880000E-7,1.408757E+0
2.885000E-7,1.408874E+0
2.890000E-7,1.408809E+0
2.895000E-7,1.408484E+0
2.900000E-7,1.407831E+0
2.905000E-7,1.406795E+0
2.910000E-7,1.405345E+0
2.915000E-7,1.403474E+0
2.920000E-7,1.401203E+0
2.925000E-7,1.398579E+0
2.930000E-7,1.395665E+0
2.935000E-7,1.392542E+0
2.940000E-7,1.389292E+0
2.945000E-7,1.385996E+0
2.950000E-7,1.382729E+0
2.955000E-7,1.379551E+0
2.960000E-7,1.376510E+0
2.965000E-7,1.373642E+0
2.970000E-7,1.370970E+0
2.975000E-7,1.368508E+0
2.980000E-7,1.366264E+0
2.985000E-7,1.364245E+0
2.990000E-7,1.362458E+0
2.995000E-7,1.360913E+0
3.000000E-7,1.359624E+0
3.005000E-7,1.358608E+0
3.010000E-7,1.357886E+0
3.015000E-7,1.357484E+0
3.020000E-7,1.357422E+0
3.025000E-7,1.357718E+0
3.030000E-7,1.358380E+0
3.035000E-7,1.359403E+0
3.040000E-7,1.360770E+0
3.045000E-7,1.362449E+0
3.050000E-7,1.364402E+0
3.055000E-7,1.366585E+0
3.060000E-7,1.368951E+0
3.065000E-7,1.371461E+0
3.070000E-7,1.374079E+0
3.075000E-7,1.376785E+0
3.080000E-7,1.379570E+0
3.085000E-7,1.382442E+0
3.090000E-7,1.385421E+0
3.095000E-7,1.388538E+0
3.100000E-7,1.391833E+0
3.105000E-7,1.395345E+0
3.110000E-7,1.399117E+0
3.115000E-7,1.403183E+0
3.120000E-7,1.407571E+0
3.125000E-7,1.412299E+0
3.130000E-7,1.417374E+0
3.135000E-7,1.422792E+0
3.140000E-7,1.428540E+0
3.145000E-7,1.434591E+0
3.150000E-7,1.440907E+0
3.155000E-7,1.447436E+0
3.160000E-7,1.454117E+0
3.165000E-7,1.460878E+0
3.170000E-7,1.467638E+0
3.175000E-7,1.474309E+0
3.180000E-7,1.480800E+0
3.185000E-7,1.487013E+0
3.190000E-7,1.492852E+0
3.195000E-7,1.498227E+0
3.200000E-7,1.503050E+0
3.205000E-7,1.507244E+0
3.210000E-7,1.510742E+0
3.215000E-7,1.513491E+0
3.220000E-7,1.515456E+0
3.225000E-7,1.516621E+0
3.230000E-7,1.516990E+0
3.235000E-7,1.516586E+0
3.240000E-7,1.515450E+0
3.245000E-7,1.513640E+0
3.250000E-7,1.511224E+0
3.255000E-7,1.508279E+0
3.260000E-7,1.504885E+0
3.265000E-7,1.501123E+0
3.270000E-7,1.497072E+0
3.275000E-7,1.492805E+0
3.280000E-7,1.488387E+0
3.285000E-7,1.483874E+0
3.290000E-7,1.479311E+0
3.295000E-7,1.474732E+0
3.300000E-7,1.470160E+0
3.305000E-7,1.465604E+0
3.310000E-7,1.461067E+0
3.315000E-7,1.456543E+0
3.320000E-7,1.452022E+0
3.325000E-7,1.447489E+0
3.330000E-7,1.442935E+0
3.335000E-7,1.438350E+0
3.340000E-7,1.433734E+0
3.345000E-7,1.429092E+0
3.350000E-7,1.424439E+0
3.355000E-7,1.419795E+0
3.360000E-7,1.415186E+0
3.365000E-7,1.410642E+0
3.370000E-7,1.406190E+0
3.375000E-7,1.401858E+0
3.380000E-7,1.397665E+0
3.385000E-7,1.393625E+0
3.390000E-7,1.389739E+0
3.395000E-7,1.385994E+0
3.400000E-7,1.382367E+0
3.405000E-7,1.378824E+0
3.410000E-7,1.375319E+0
3.415000E-7,1.371800E+0
3.420000E-7,1.368204E+0
3.425000E-7,1.364468E+0
3.430000E-7,1.360528E+0
3.435000E-7,1.356325E+0
3.440000E-7,1.351811E+0
3.445000E-7,1.346953E+0
3.450000E-7,1.341732E+0
3.455000E-7,1.336149E+0
3.460000E-7,1.330224E+0
3.465000E-7,1.323994E+0
3.470000E-7,1.317516E+0
3.475000E-7,1.310862E+0
3.480000E-7,1.304117E+0
3.485000E-7,1.297372E+0
3.490000E-7,1.290728E+0
3.495000E-7,1.284283E+0
3.500000E-7,1.278138E+0
3.505000E-7,1.272386E+0
3.510000E-7,1.267114E+0
3.515000E-7,1.262400E+0
3.520000E-7,1.258313E+0
3.525000E-7,1.254914E+0
3.530000E-7,1.252258E+0
3.535000E-7,1.250391E+0
3.540000E-7,1.249353E+0
3.545000E-7,1.249173E+0
3.550000E-7,1.249874E+0
3.555000E-7,1.251462E+0
3.560000E-7,1.253933E+0
3.565000E-7,1.257267E+0
3.570000E-7,1.261425E+0
3.575000E-7,1.266358E+0
3.580000E-7,1.272001E+0
3.585000E-7,1.278286E+0
3.590000E-7,1.285141E+0
3.595000E-7,1.292493E+0
3.600000E-7,1.300270E+0
3.605000E-7,1.308402E+0
3.610000E-7,1.316822E+0
3.615000E-7,1.325463E+0
3.620000E-7,1.334262E+0
3.625000E-7,1.343150E+0
3.630000E-7,1.352056E+0
3.635000E-7,1.360902E+0
3.640000E-7,1.369599E+0
3.645000E-7,1.378052E+0
3.650000E-7,1.386158E+0
3.655000E-7,1.393810E+0
3.660000E-7,1.400897E+0
3.665000E-7,1.407309E+0
3.670000E-7,1.412941E+0
3.675000E-7,1.417695E+0
3.680000E-7,1.421486E+0
3.685000E-7,1.424246E+0
3.690000E-7,1.425925E+0
3.695000E-7,1.426496E+0
3.700000E-7,1.425955E+0
3.705000E-7,1.424317E+0
3.710000E-7,1.421616E+0
3.715000E-7,1.417897E+0
3.720000E-7,1.413215E+0
3.725000E-7,1.407633E+0
3.730000E-7,1.401219E+0
3.735000E-7,1.394045E+0
3.740000E-7,1.386187E+0
3.745000E-7,1.377724E+0
3.750000E-7,1.368737E+0
3.755000E-7,1.359313E+0
3.760000E-7,1.349542E+0
3.765000E-7,1.339520E+0
3.770000E-7,1.329348E+0
3.775000E-7,1.319135E+0
3.780000E-7,1.308993E+0
3.785000E-7,1.299033E+0
3.790000E-7,1.289363E+0
3.795000E-7,1.280082E+0
3.800000E-7,1.271283E+0
3.805000E-7,1.263047E+0
3.810000E-7,1.255448E+0
3.815000E-7,1.248550E+0
3.820000E-7,1.242407E+0
3.825000E-7,1.237062E+0
3.830000E-7,1.232547E+0
3.835000E-7,1.228883E+0
3.840000E-7,1.226083E+0
3.845000E-7,1.224149E+0
3.850000E-7,1.223075E+0
3.855000E-7,1.222839E+0
3.860000E-7,1.223405E+0
3.865000E-7,1.224716E+0
3.870000E-7,1.226700E+0
3.875000E-7,1.229270E+0
3.880000E-7,1.232334E+0
3.885000E-7,1.235795E+0
3.890000E-7,1.239561E+0
3.895000E-7,1.243550E+0
3.900000E-7,1.247685E+0
3.905000E-7,1.251908E+0
3.910000E-7,1.256167E+0
3.915000E-7,1.260423E+0
3.920000E-7,1.264644E+0
3.925000E-7,1.268798E+0
3.930000E-7,1.272855E+0
3.935000E-7,1.276779E+0
3.940000E-7,1.280536E+0
3.945000E-7,1.284086E+0
3.950000E-7,1.287392E+0
3.955000E-7,1.290425E+0
3.960000E-7,1.293162E+0
3.965000E-7,1.295600E+0
3.970000E-7,1.297754E+0
3.975000E-7,1.299660E+0
3.980000E-7,1.301377E+0
3.985000E-7,1.302984E+0
3.990000E-7,1.304579E+0
3.995000E-7,1.306271E+0
4.000000E-7,1.308175E+0
4.005000E-7,1.310403E+0
4.010000E-7,1.313063E+0
4.015000E-7,1.316245E+0
4.020000E-7,1.320024E+0
4.025000E-7,1.324451E+0
4.030000E-7,1.329549E+0
4.035000E-7,1.335316E+0
4.040000E-7,1.341717E+0
4.045000E-7,1.348688E+0
4.050000E-7,1.356137E+0
4.055000E-7,1.363949E+0
4.060000E-7,1.371991E+0
4.065000E-7,1.380119E+0
4.070000E-7,1.388185E+0
4.075000E-7,1.396041E+0
4.080000E-7,1.403545E+0
4.085000E-7,1.410563E+0
4.090000E-7,1.416974E+0
4.095000E-7,1.422670E+0
4.100000E-7,1.427556E+0
4.105000E-7,1.431553E+0
4.110000E-7,1.434591E+0
4.115000E-7,1.436613E+0
4.120000E-7,1.437571E+0
4.125000E-7,1.437428E+0
4.130000E-7,1.436157E+0
4.135000E-7,1.433744E+0
4.140000E-7,1.430185E+0
4.145000E-7,1.425493E+0
4.150000E-7,1.419694E+0
4.155000E-7,1.412830E+0
4.160000E-7,1.404960E+0
4.165000E-7,1.396159E+0
4.170000E-7,1.386519E+0
4.175000E-7,1.376149E+0
4.180000E-7,1.365176E+0
4.185000E-7,1.353742E+0
4.190000E-7,1.342002E+0
4.195000E-7,1.330124E+0
4.200000E-7,1.318281E+0
4.205000E-7,1.306647E+0
4.210000E-7,1.295391E+0
4.215000E-7,1.284670E+0
4.220000E-7,1.274618E+0
4.225000E-7,1.265348E+0
4.230000E-7,1.256946E+0
4.235000E-7,1.249471E+0
4.240000E-7,1.242956E+0
4.245000E-7,1.237414E+0
4.250000E-7,1.232835E+0
4.255000E-7,1.229195E+0
4.260000E-7,1.226451E+0
4.265000E-7,1.224549E+0
4.270000E-7,1.223419E+0
4.275000E-7,1.222976E+0
4.280000E-7,1.223126E+0
4.285000E-7,1.223762E+0
4.290000E-7,1.224769E+0
4.295000E-7,1.226028E+0
4.300000E-7,1.227419E+0
4.305000E-7,1.228826E+0
4.310000E-7,1.230145E+0
4.315000E-7,1.231288E+0
4.320000E-7,1.232181E+0
4.325000E-7,1.232773E+0
4.330000E-7,1.233025E+0
4.335000E-7,1.232917E+0
4.340000E-7,1.232443E+0
4.345000E-7,1.231614E+0
4.350000E-7,1.230457E+0
4.355000E-7,1.229016E+0
4.360000E-7,1.227354E+0
4.365000E-7,1.225546E+0
