Time,Ch2
7.934800E-3,-0.1141369
7.935000E-3,-0.1098219
7.935200E-3,-0.1052866
7.935400E-3,-0.1019373
7.935600E-3,-0.0995429
7.935800E-3,-0.09692261
7.936000E-3,-0.09325891
7.936200E-3,-0.08912938
7.936400E-3,-0.08629067
7.936600E-3,-0.08641323
7.936800E-3,-0.08999036
7.937000E-3,-0.09631074
7.937200E-3,-0.1042334
7.937400E-3,-0.112773
7.937600E-3,-0.1210347
7.937800E-3,-0.1279619
7.938000E-3,-0.1323024
7.938200E-3,-0.1327996
7.938400E-3,-0.1287066
7.938600E-3,-0.1205543
7.938800E-3,-0.1104863
7.939000E-3,-0.1015193
7.939200E-3,-0.09609257
7.939400E-3,-0.09493173
7.939600E-3,-0.09692783
7.939800E-3,-0.09996736
7.940000E-3,-0.1019513
7.940200E-3,-0.1013344
7.940400E-3,-0.09748757
7.940600E-3,-0.09129271
7.940800E-3,-0.08524945
7.941000E-3,-0.08227118
7.941200E-3,-0.08376257
7.941400E-3,-0.088433
7.941600E-3,-0.09275425
7.941800E-3,-0.09275127
7.942000E-3,-0.08599924
7.942200E-3,-0.0728872
7.942400E-3,-0.05679527
7.942600E-3,-0.0431904
7.942800E-3,-0.03783352
7.943000E-3,-0.04443841
7.943200E-3,-0.06260488
7.943400E-3,-0.08745603
7.943600E-3,-0.1117743
7.943800E-3,-0.1294681
7.944000E-3,-0.1380435
7.944200E-3,-0.1387306
7.944400E-3,-0.134856
7.944600E-3,-0.1300316
7.944800E-3,-0.1270343
7.945000E-3,-0.1271707
7.945200E-3,-0.1299356
7.945400E-3,-0.1333241
7.945600E-3,-0.1349049
7.945800E-3,-0.1330146
7.946000E-3,-0.1272336
7.946200E-3,-0.117986
7.946400E-3,-0.1060066
7.946600E-3,-0.09237264
7.946800E-3,-0.0788391
7.947000E-3,-0.06768823
7.947200E-3,-0.06078381
7.947400E-3,-0.05843552
7.947600E-3,-0.05910099
7.947800E-3,-0.06037601
7.948000E-3,-0.06073497
7.948200E-3,-0.060861
7.948400E-3,-0.06343589
7.948600E-3,-0.07120792
7.948800E-3,-0.08461213
7.949000E-3,-0.1007949
7.949200E-3,-0.1148882
7.949400E-3,-0.1226441
7.949600E-3,-0.122575
7.949800E-3,-0.1163028
7.950000E-3,-0.1072124
7.950200E-3,-0.09850148
7.950400E-3,-0.09186861
7.950600E-3,-0.0874994
7.950800E-3,-0.0850618
7.951000E-3,-0.08470274
7.951200E-3,-0.08708705
7.951400E-3,-0.09242931
7.951600E-3,-0.09948774
7.951800E-3,-0.1055049
7.952000E-3,-0.1071588
7.952200E-3,-0.1019918
7.952400E-3,-0.0898507
7.952600E-3,-0.07371611
7.952800E-3,-0.05899007
7.953000E-3,-0.05107037
7.953200E-3,-0.05265405
7.953400E-3,-0.06265746
7.953600E-3,-0.07715759
7.953800E-3,-0.09129871
7.954000E-3,-0.1011414
7.954200E-3,-0.1049725
7.954400E-3,-0.1037274
7.954600E-3,-0.1003072
7.954800E-3,-0.09797447
7.955000E-3,-0.09863638
7.955200E-3,-0.1021727
7.955400E-3,-0.1071045
7.955600E-3,-0.1116154
7.955800E-3,-0.1140744
7.956000E-3,-0.1132466
7.956200E-3,-0.1086214
7.956400E-3,-0.1008515
7.956600E-3,-0.09203944
7.956800E-3,-0.08543079
7.957000E-3,-0.084133
7.957200E-3,-0.08936968
7.957400E-3,-0.09960316
7.957600E-3,-0.1112708
7.957800E-3,-0.1205452
7.958000E-3,-0.1249285
7.958200E-3,-0.1238991
7.958400E-3,-0.1187294
7.958600E-3,-0.1120887
7.958800E-3,-0.1074271
7.959000E-3,-0.107628
7.959200E-3,-0.1134378
7.959400E-3,-0.1230754
7.959600E-3,-0.1333689
7.959800E-3,-0.1413161
7.960000E-3,-0.1449881
7.960200E-3,-0.1436217
7.960400E-3,-0.1373735
7.960600E-3,-0.1272811
7.960800E-3,-0.1154884
7.961000E-3,-0.1050905
7.961200E-3,-0.09907351
7.961400E-3,-0.09882913
7.961600E-3,-0.1033067
7.961800E-3,-0.1094761
7.962000E-3,-0.1140482
7.962200E-3,-0.1155269
7.962400E-3,-0.1149425
7.962600E-3,-0.11445
7.962800E-3,-0.1151068
7.963000E-3,-0.1159044
7.963200E-3,-0.1146472
7.963400E-3,-0.1096363
7.963600E-3,-0.1009283
7.963800E-3,-0.09061485
7.964000E-3,-0.08202133
7.964200E-3,-0.07804495
7.964400E-3,-0.07950565
7.964600E-3,-0.08467336
7.964800E-3,-0.0903013
7.965000E-3,-0.09337293
7.965200E-3,-0.09254176
7.965400E-3,-0.08869966
7.965600E-3,-0.0844399
7.965800E-3,-0.08255786
7.966000E-3,-0.08451838
7.966200E-3,-0.08992542
7.966400E-3,-0.09693861
7.966600E-3,-0.1031009
7.966800E-3,-0.1065873
7.967000E-3,-0.1074934
7.967200E-3,-0.1078395
7.967400E-3,-0.1098058
7.967600E-3,-0.1136886
7.967800E-3,-0.1174718
7.968000E-3,-0.1183369
7.968200E-3,-0.1148659
7.968400E-3,-0.1083875
7.968600E-3,-0.1025881
7.968800E-3,-0.1015705
7.969000E-3,-0.1075107
7.969200E-3,-0.1193181
7.969400E-3,-0.1329831
7.969600E-3,-0.1433735
7.969800E-3,-0.1466271
7.970000E-3,-0.1418106
7.970200E-3,-0.1308431
7.970400E-3,-0.1171606
7.970600E-3,-0.1043648
7.970800E-3,-0.09528495
7.971000E-3,-0.09129052
7.971200E-3,-0.09195215
7.971400E-3,-0.09529378
7.971600E-3,-0.09872846
7.971800E-3,-0.1004071
7.972000E-3,-0.1001235
7.972200E-3,-0.09900902
7.972400E-3,-0.09844619
7.972600E-3,-0.09931626
7.972800E-3,-0.1018222
7.973000E-3,-0.1054289
7.973200E-3,-0.1089829
7.973400E-3,-0.1112862
7.973600E-3,-0.1118411
7.973800E-3,-0.1112196
7.974000E-3,-0.1107144
7.974200E-3,-0.1114173
7.974400E-3,-0.1134089
7.974600E-3,-0.115652
7.974800E-3,-0.1166192
7.975000E-3,-0.1153512
7.975200E-3,-0.1123935
7.975400E-3,-0.1098119
7.975600E-3,-0.1099429
7.975800E-3,-0.1136583
7.976000E-3,-0.119431
7.976200E-3,-0.1239242
7.976400E-3,-0.1239109
7.976600E-3,-0.1183585
7.976800E-3,-0.1090997
7.977000E-3,-0.09960629
7.977200E-3,-0.09294674
7.977400E-3,-0.09040335
7.977600E-3,-0.09150725
7.977800E-3,-0.09511563
7.978000E-3,-0.1003652
7.978200E-3,-0.1066492
7.978400E-3,-0.1129453
7.978600E-3,-0.1176643
7.978800E-3,-0.1195728
7.979000E-3,-0.118825
7.979200E-3,-0.1167716
7.979400E-3,-0.1146112
7.979600E-3,-0.1124055
7.979800E-3,-0.1094912
7.980000E-3,-0.1054215
7.980200E-3,-0.1001992
7.980400E-3,-0.09402454
7.980600E-3,-0.08737433
7.980800E-3,-0.08139691
7.981000E-3,-0.07801875
7.981200E-3,-0.0793965
7.981400E-3,-0.08687618
7.981600E-3,-0.09995801
7.981800E-3,-0.1158916
7.982000E-3,-0.1303362
7.982200E-3,-0.1388874
7.982400E-3,-0.1387504
7.982600E-3,-0.1298642
7.982800E-3,-0.1150216
7.983000E-3,-0.09884353
7.983200E-3,-0.08601757
7.983400E-3,-0.07972033
7.983600E-3,-0.08093623
7.983800E-3,-0.08863927
7.984000E-3,-0.1005094
7.984200E-3,-0.1139652
7.984400E-3,-0.1270245
7.984600E-3,-0.1384506
7.984800E-3,-0.1473714
7.985000E-3,-0.1529709
7.985200E-3,-0.1544989
7.985400E-3,-0.151516
7.985600E-3,-0.14416
7.985800E-3,-0.1332145
7.986000E-3,-0.1200407
7.986200E-3,-0.1065296
7.986400E-3,-0.09487863
7.986600E-3,-0.08692455
7.986800E-3,-0.08332063
7.987000E-3,-0.08329396
7.987200E-3,-0.08529909
7.987400E-3,-0.08801809
7.987600E-3,-0.09097718
7.987800E-3,-0.09451712
7.988000E-3,-0.09913756
7.988200E-3,-0.1045379
7.988400E-3,-0.1091715
7.988600E-3,-0.1108966
7.988800E-3,-0.1083244
7.989000E-3,-0.1018464
7.989200E-3,-0.0935535
7.989400E-3,-0.08616528
7.989600E-3,-0.08192182
7.989800E-3,-0.08210972
7.990000E-3,-0.08690236
7.990200E-3,-0.0950097
7.990400E-3,-0.1034776
7.990600E-3,-0.1085071
