  Time                 , -I(Rl)               
  3.650410675309e-003  ,4.242515601098e-012  
  3.750410675309e-003  ,-3.248531334973e-012  
  3.850410675309e-003  ,2.153696975779e-012  
  3.950410675309e-003  ,-1.004419749031e-012  
  4.050410675309e-003  ,-1.520505624587e-013  
  4.150410675309e-003  ,1.269524412756e-012  
  4.250410675309e-003  ,-2.304678913921e-012  
  4.350410675309e-003  ,3.218698801451e-012  
  4.450410675309e-003  ,-3.978691408730e-012  
  4.550410675309e-003  ,4.558825826021e-012  
  4.650410675309e-003  ,-4.941158806360e-012  
  4.750410675309e-003  ,5.116123503255e-012  
  4.850410675309e-003  ,-5.082671213264e-012  
  4.950410675309e-003  ,4.848070374032e-012  
  5.000000000000e-003  ,-3.847140889873e-012  
